CODCLAVECICBENEFICIARIO|CODCLAVECICSOLICITANTE|PERIODO|FECDIA|HORINITRANSACCION|CODSUCAGE|CODSESION|CODINTERNOTRANSACCION|CODTRANSACCIONVENTANILLA|DESTRANSACCIONVENTANILLA|ACTV_BENEFICIARIO|TIPPER_BENEFICIARIO|FLG_FFNN_BENEFICIARIO|FLG_FFNN_SOLICITANTE|TIPBANCA_BENEFICIARIO|TIPBANCA_SOLICITANTE|MTOTRANSACCION|TIPPER_SOLICITANTE|DESBANCA_BENEFICIARIO|DESBANCA_SOLICITANTE|FECONS_BENEFICIARIO|FECONS_SOL|FLG_AN_BENEFICIARIO|FLG_AN_SOLICITANTE|FLG_REL|FLG_ROS_BEN|FLG_ROS_SOL
2233972|22959567|202312|20/12/23|18:05:42|405005|478|902659470699|117|Credipago without validation|1551|E|1|0|C|P|222566.90|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |09/06/94||0|0|0|0|0
72314|6082815|202312|26/12/23|17:10:24|570012|503|801226994700|115|Credipago with partial validation|1549|E|1|0|C|P|290995.89|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |16/07/56||0|0|0|0|0
13820499|11048610|202312|29/12/23|11:51:52|395000|174|902662494903|62|Depósito Cte|5220|E|1|0|P|P|231460.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |01/10/14||0|0|0|0|0
28565467|5573573|202312|22/12/23|16:05:05|193057|259|801225994163|62|Depósito Cte|1810|E|0|0|P|P|250000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |24/03/22||0|0|0|0|0
8851327|10524240|202312|14/12/23|16:19:46|335000|598|801222032616|62|Depósito Cte|6719|E|1|0|C|P|610581.10|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
12844012|11980486|202312|30/12/23|11:29:22|305000|304|801229063255|62|Depósito Cte|5122|E|1|0|C|P|299690.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |25/03/14||0|0|0|0|0
8851327|9658750|202312|06/12/23|17:32:16|335000|756|801219141098|62|Depósito Cte|6719|E|1|0|C|P|577328.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |24/08/17||0|0|0|0|0
69556|19454037|202312|13/12/23|10:31:56|395000|15|902656174845|62|Depósito Cte|5122|E|1|0|E|P|390740.00|P|EMPRESA                            |BANCA PERSONAL                     |01/02/85||0|0|0|0|0
23980138|5244519|202312|27/12/23|17:37:12|575000|745|902661781110|117|Credipago without validation|5233|E|1|0|E|P|213200.00|P|EMPRESA                            |BANCA PERSONAL                     |02/01/20||0|0|0|0|0
71334|4110063|202312|02/12/23|11:23:35|570011|169|902652804047|115|Credipago with partial validation|0122|E|1|0|E|P|300000.00|P|EMPRESA                            |BANCA PERSONAL                     |10/06/85||0|0|0|0|0
14492634|18346355|202312|19/12/23|14:32:42|191095|198|801224110940|60|Depósito Aho|5232|E|1|0|P|P|451400.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/06/12||0|0|1|0|0
14492634|18346355|202312|27/12/23|12:38:18|191105|233|801227309344|60|Depósito Aho|5232|E|1|0|P|P|522000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/06/12||0|0|1|0|0
4487078|4487078|202312|07/12/23|11:18:18|191088|120|902654627696|60|Depósito Aho|0099|P|0|0|P|P|250000.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |||0|0|0|0|0
5097808|6233098|202312|19/12/23|10:55:13|305000|227|801223889921|117|Credipago without validation|5190|E|1|0|C|P|601080.00|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |14/07/05||1|0|0|1|0
5097808|11048610|202312|19/12/23|13:48:31|395000|141|902658719555|117|Credipago without validation|5190|E|1|0|C|P|581708.10|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |14/07/05||1|0|0|1|0
5097808|11048610|202312|19/12/23|13:49:29|395000|141|902658720328|117|Credipago without validation|5190|E|1|0|C|P|337516.50|P|BANCA CORPORATIVA                  |BANCA PERSONAL                     |14/07/05||1|0|0|1|0
17497239|556724|202312|01/12/23|17:51:42|200000|502|902652617789|62|Depósito Cte|4520|E|0|1|P|P|1134506.00|P|BANCA PERSONAL                     |BANCA PERSONAL                     |14/01/11||1|0|1|1|0
15019395|7187875|202312|01/12/23|12:34:05|380008|127|902652346929|62|Depósito Cte|5141|E|1|0|E|P|291000.00|P|EMPRESA                            |BANCA PERSONAL                     |29/10/15||0|1|0|1|0
